date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm℃,TC_20cm℃,TC_30cm℃,OT1,OT,OT3,EC_10cmds/m,EC_20cmds/m,EC_30cmds/m
2021-10-25 03:30:00,8.97,80.8,11.52,13.61,14.61,23.02,34.21,39.27,0.133,0.379,0.682
2021-10-25 04:00:00,8.34,82.7,11.38,13.49,14.58,23.06,34.38,39.58,0.135,0.377,0.686
2021-10-25 04:30:00,7.895,84.0,11.27,13.4,14.53,23.05,34.34,39.33,0.132,0.377,0.681
2021-10-25 05:00:00,7.579,85.4,11.13,13.3,14.49,23.2,34.26,39.38,0.133,0.372,0.685
2021-10-25 05:30:00,7.147,85.7,11.0,13.21,14.44,23.2,34.14,39.22,0.131,0.373,0.684
2021-10-25 06:00:00,6.539,88.3,10.85,13.14,14.39,23.52,34.55,40.01,0.134,0.372,0.68
2021-10-25 06:30:00,6.694,89.0,10.71,13.05,14.34,22.92,34.18,39.43,0.132,0.372,0.681
2021-10-25 07:00:00,6.403,88.7,10.6,12.95,14.29,23.33,33.93,39.44,0.133,0.37,0.678
2021-10-25 07:30:00,8.09,87.1,10.47,12.86,14.25,23.23,34.56,39.92,0.13,0.37,0.681
2021-10-25 08:00:00,9.18,83.1,10.38,12.77,14.2,23.01,34.19,39.23,0.132,0.371,0.68
2021-10-25 08:30:00,10.5,80.2,10.34,12.68,14.15,22.87,34.19,39.36,0.134,0.366,0.681
2021-10-25 09:00:00,11.81,76.56,10.38,12.61,14.1,22.96,34.16,39.31,0.133,0.369,0.678
2021-10-25 09:30:00,13.22,73.05,10.51,12.54,14.03,23.04,33.98,39.46,0.132,0.367,0.679
2021-10-25 10:00:00,14.73,69.01,10.71,12.49,13.98,23.18,34.09,39.62,0.131,0.367,0.679
2021-10-25 10:30:00,16.02,65.15,11.0,12.47,13.94,23.44,34.25,39.47,0.132,0.367,0.677
2021-10-25 11:00:00,17.45,61.09,11.38,12.47,13.89,23.54,34.22,39.69,0.133,0.367,0.678
2021-10-25 11:30:00,18.82,55.7,11.9,12.49,13.84,23.53,34.31,39.79,0.134,0.364,0.677
2021-10-25 12:00:00,19.72,52.89,12.65,12.54,13.82,23.3,34.2,39.75,0.134,0.365,0.677
2021-10-25 12:30:00,20.5,50.88,13.51,12.68,13.8,23.38,34.33,39.85,0.137,0.363,0.677
2021-10-25 13:00:00,21.17,48.84,14.37,12.84,13.77,23.49,33.99,39.56,0.137,0.364,0.677
2021-10-25 13:30:00,21.63,46.65,15.14,13.05,13.77,23.49,34.35,39.55,0.137,0.365,0.676
2021-10-25 14:00:00,22.26,45.11,15.82,13.3,13.8,23.34,34.02,39.68,0.137,0.364,0.676
2021-10-25 14:30:00,22.4,44.13,16.42,13.56,13.84,23.25,34.24,39.7,0.138,0.36,0.676
2021-10-25 15:00:00,22.29,43.95,16.9,13.84,13.89,23.23,34.01,39.86,0.137,0.361,0.679
2021-10-25 15:30:00,21.89,45.95,17.21,14.13,13.96,22.86,33.66,39.31,0.136,0.358,0.678
2021-10-25 16:00:00,21.35,48.28,17.39,14.39,14.03,22.75,33.79,39.15,0.135,0.359,0.677
2021-10-25 16:30:00,20.73,50.59,17.41,14.63,14.13,23.0,33.63,39.29,0.135,0.358,0.677
2021-10-25 17:00:00,19.76,53.34,17.31,14.82,14.22,22.87,33.84,39.57,0.136,0.356,0.676
2021-10-25 17:30:00,18.66,57.58,17.08,14.99,14.32,22.7,33.94,39.57,0.134,0.356,0.677
2021-10-25 18:00:00,17.43,62.34,16.78,15.14,14.41,23.13,33.74,39.86,0.134,0.356,0.675
2021-10-25 18:30:00,16.22,66.49,16.45,15.21,14.51,22.62,33.49,39.41,0.135,0.356,0.676
2021-10-25 19:00:00,15.37,69.46,16.1,15.26,14.61,22.93,33.81,39.38,0.133,0.354,0.676
2021-10-25 19:30:00,14.63,72.2,15.75,15.28,14.68,22.69,33.55,39.45,0.134,0.353,0.68
2021-10-25 20:00:00,14.09,74.0,15.46,15.28,14.75,22.71,33.34,39.19,0.131,0.352,0.676
2021-10-25 20:30:00,13.61,75.6,15.14,15.24,14.82,22.61,33.87,39.54,0.131,0.35,0.677
2021-10-25 21:00:00,13.2,76.72,14.87,15.19,14.87,22.72,33.67,39.58,0.131,0.351,0.679
2021-10-25 21:30:00,12.26,79.19,14.61,15.14,14.9,22.56,33.42,39.34,0.129,0.349,0.677
2021-10-25 22:00:00,12.48,79.44,14.37,15.09,14.94,22.7,33.42,39.34,0.13,0.347,0.678
2021-10-25 22:30:00,12.45,78.99,14.13,14.99,14.97,22.7,33.22,39.33,0.129,0.346,0.679
2021-10-25 23:00:00,11.98,80.6,13.91,14.92,14.97,22.43,33.25,39.21,0.13,0.345,0.677
2021-10-25 23:30:00,11.92,81.0,13.72,14.82,14.99,22.53,33.26,39.27,0.129,0.343,0.678
2021-10-26 00:00:00,12.31,79.09,13.54,14.75,14.97,22.5,33.15,39.06,0.129,0.341,0.678
2021-10-26 00:30:00,12.52,77.91,13.37,14.65,14.97,22.75,33.28,39.31,0.128,0.34,0.679
2021-10-26 01:00:00,12.44,77.65,13.21,14.56,14.97,22.83,33.27,39.79,0.131,0.341,0.677
2021-10-26 01:30:00,11.98,79.21,13.07,14.49,14.94,22.91,33.39,39.46,0.128,0.337,0.68
2021-10-26 02:00:00,11.34,80.9,12.95,14.39,14.94,22.81,32.96,39.46,0.13,0.338,0.677
2021-10-26 02:30:00,9.73,85.8,12.82,14.29,14.92,22.57,33.15,39.3,0.126,0.336,0.677
2021-10-26 03:00:00,9.34,87.2,12.68,14.22,14.87,22.95,33.26,39.59,0.128,0.332,0.679
2021-10-26 03:30:00,9.41,87.9,12.54,14.15,14.85,22.4,32.93,39.17,0.128,0.335,0.678
2021-10-26 04:00:00,8.93,88.4,12.4,14.06,14.82,22.61,32.92,39.28,0.128,0.333,0.678
2021-10-26 04:30:00,9.12,89.3,12.24,13.98,14.8,22.48,32.99,39.37,0.128,0.332,0.676
2021-10-26 05:00:00,9.36,88.4,12.1,13.89,14.77,22.6,33.01,39.55,0.128,0.331,0.677
2021-10-26 05:30:00,8.99,88.6,11.97,13.82,14.73,22.41,33.02,39.09,0.127,0.33,0.677
2021-10-26 06:00:00,8.87,89.7,11.83,13.72,14.7,22.56,32.79,39.41,0.127,0.329,0.674
2021-10-26 06:30:00,9.18,90.1,11.74,13.65,14.65,22.74,33.26,39.9,0.128,0.328,0.675
2021-10-26 07:00:00,9.62,89.5,11.67,13.56,14.61,22.24,32.98,39.01,0.129,0.328,0.673
2021-10-26 07:30:00,10.31,88.0,11.65,13.49,14.58,22.39,32.75,39.39,0.125,0.327,0.678
2021-10-26 08:00:00,11.03,86.8,11.63,13.42,14.53,22.68,33.05,39.45,0.128,0.324,0.677
2021-10-26 08:30:00,11.45,87.0,11.67,13.35,14.49,22.58,32.67,39.56,0.128,0.323,0.674
2021-10-26 09:00:00,12.33,83.6,11.76,13.3,14.44,22.4,32.67,39.19,0.13,0.326,0.674
2021-10-26 09:30:00,13.37,80.5,11.92,13.26,14.41,22.34,32.89,39.2,0.129,0.325,0.676
2021-10-26 10:00:00,14.31,77.88,12.15,13.26,14.37,22.69,32.98,39.53,0.13,0.325,0.673
2021-10-26 10:30:00,15.33,75.45,12.45,13.26,14.34,22.49,32.73,39.21,0.127,0.323,0.674
2021-10-26 11:00:00,16.32,72.75,12.72,13.28,14.32,22.69,32.49,39.15,0.13,0.327,0.672
2021-10-26 11:30:00,17.35,68.75,13.05,13.3,14.27,22.47,32.78,39.27,0.131,0.322,0.674
2021-10-26 12:00:00,18.06,66.92,13.49,13.37,14.25,22.55,32.79,39.06,0.131,0.323,0.672
2021-10-26 12:30:00,18.55,65.69,13.96,13.47,14.25,22.91,32.78,39.58,0.131,0.324,0.671
2021-10-26 13:00:00,18.98,61.87,14.37,13.58,14.25,22.6,32.79,38.98,0.131,0.323,0.672
2021-10-26 13:30:00,19.03,59.95,14.7,13.7,14.25,22.77,32.69,39.15,0.132,0.324,0.674
2021-10-26 14:00:00,19.0,60.16,15.02,13.84,14.27,22.64,32.75,39.35,0.132,0.325,0.673
2021-10-26 14:30:00,19.04,58.3,15.28,13.98,14.29,22.56,32.73,39.3,0.133,0.323,0.671
2021-10-26 15:00:00,19.33,53.52,15.53,14.13,14.32,22.53,32.76,39.32,0.131,0.323,0.674
2021-10-26 15:30:00,19.71,48.86,15.68,14.29,14.37,22.8,32.6,39.03,0.131,0.321,0.673
2021-10-26 16:00:00,19.6,43.36,15.82,14.41,14.41,22.67,32.48,39.39,0.13,0.323,0.671
2021-10-26 16:30:00,18.99,45.38,15.95,14.56,14.46,22.9,32.99,39.7,0.13,0.318,0.672
2021-10-26 17:00:00,18.14,50.83,15.97,14.68,14.51,22.46,32.6,39.01,0.132,0.318,0.672
2021-10-26 17:30:00,16.37,58.79,15.85,14.77,14.56,22.5,32.32,39.26,0.13,0.318,0.672
2021-10-26 18:00:00,14.39,66.68,15.68,14.87,14.63,22.43,32.57,39.09,0.13,0.32,0.673
2021-10-26 18:30:00,13.38,71.56,15.38,14.92,14.68,22.59,32.85,39.49,0.131,0.317,0.671
2021-10-26 19:00:00,12.43,76.62,15.06,14.94,14.73,22.47,32.32,39.09,0.131,0.319,0.672
2021-10-26 19:30:00,11.68,80.9,14.75,14.94,14.77,22.5,32.52,39.14,0.13,0.315,0.674
2021-10-26 20:00:00,11.37,83.1,14.41,14.92,14.82,22.6,32.55,39.45,0.128,0.317,0.672
2021-10-26 20:30:00,11.19,84.0,14.13,14.87,14.85,22.55,32.4,39.11,0.129,0.316,0.672
2021-10-26 21:00:00,10.79,84.0,13.84,14.8,14.87,22.47,32.45,39.35,0.129,0.316,0.676
2021-10-26 21:30:00,10.38,85.3,13.58,14.73,14.9,22.35,32.3,39.25,0.127,0.315,0.671
2021-10-26 22:00:00,9.99,86.7,13.35,14.63,14.9,22.44,32.07,38.97,0.127,0.313,0.672
2021-10-26 22:30:00,9.88,87.2,13.12,14.53,14.9,22.38,32.01,39.27,0.128,0.313,0.672
2021-10-26 23:00:00,9.07,88.0,12.88,14.44,14.9,22.81,32.52,39.49,0.127,0.31,0.672
2021-10-26 23:30:00,8.55,90.2,12.68,14.34,14.87,22.34,32.08,39.24,0.128,0.31,0.673
2021-10-27 00:00:00,8.87,90.6,12.47,14.22,14.85,22.29,32.0,38.61,0.126,0.308,0.671
2021-10-27 00:30:00,8.53,90.6,12.26,14.13,14.82,22.46,31.95,39.29,0.126,0.306,0.671
2021-10-27 01:00:00,8.31,91.6,12.06,14.03,14.8,22.1,32.16,39.23,0.128,0.304,0.673
2021-10-27 01:30:00,8.07,92.3,11.88,13.91,14.77,22.41,32.15,39.17,0.127,0.303,0.67
2021-10-27 02:00:00,7.769,93.0,11.72,13.8,14.73,22.3,32.21,39.61,0.125,0.302,0.674
2021-10-27 02:30:00,7.694,93.3,11.54,13.7,14.7,22.14,32.0,38.99,0.126,0.3,0.67
2021-10-27 03:00:00,7.275,93.4,11.38,13.58,14.65,22.52,32.21,39.49,0.125,0.301,0.674
2021-10-27 03:30:00,7.079,93.7,11.2,13.49,14.61,22.17,31.89,39.23,0.126,0.296,0.673
2021-10-27 04:00:00,6.791,93.9,11.05,13.37,14.56,22.32,31.86,39.1,0.123,0.297,0.673
2021-10-27 04:30:00,6.373,94.1,10.89,13.28,14.51,21.87,31.57,39.2,0.125,0.295,0.67
2021-10-27 05:00:00,6.572,94.6,10.73,13.19,14.46,21.92,31.57,39.22,0.126,0.295,0.669
2021-10-27 05:30:00,6.584,94.7,10.58,13.07,14.39,22.61,32.11,39.6,0.125,0.294,0.671
2021-10-27 06:00:00,6.054,94.6,10.43,12.98,14.34,22.1,31.79,39.14,0.124,0.293,0.671
2021-10-27 06:30:00,6.636,95.0,10.29,12.86,14.29,22.19,31.76,39.0,0.125,0.29,0.669
2021-10-27 07:00:00,6.601,93.7,10.16,12.77,14.25,22.43,31.51,39.01,0.125,0.291,0.667
2021-10-27 07:30:00,6.948,93.1,10.03,12.65,14.18,21.96,31.65,39.07,0.124,0.289,0.669
2021-10-27 08:00:00,8.61,90.7,9.92,12.56,14.13,22.34,31.48,39.37,0.123,0.29,0.668
2021-10-27 08:30:00,11.05,84.1,9.86,12.47,14.06,22.41,31.72,39.22,0.125,0.288,0.668
2021-10-27 09:00:00,13.45,75.83,9.88,12.38,14.01,21.98,31.32,39.27,0.124,0.286,0.669
2021-10-27 09:30:00,14.66,71.84,10.01,12.29,13.94,22.43,31.69,39.42,0.121,0.286,0.667
2021-10-27 10:00:00,16.29,64.06,10.23,12.24,13.89,21.98,31.37,39.03,0.124,0.285,0.667
2021-10-27 10:30:00,17.25,54.29,10.54,12.2,13.82,22.34,31.65,38.96,0.125,0.286,0.668
2021-10-27 11:00:00,18.62,47.14,10.93,12.2,13.77,22.47,31.5,39.14,0.125,0.284,0.666
2021-10-27 11:30:00,19.86,44.14,11.49,12.22,13.72,22.41,31.61,39.53,0.124,0.283,0.665
2021-10-27 12:00:00,20.21,38.49,12.38,12.29,13.68,22.31,31.28,39.02,0.127,0.285,0.666
2021-10-27 12:30:00,21.53,35.86,13.37,12.42,13.65,22.41,31.72,39.17,0.128,0.281,0.666
2021-10-27 13:00:00,22.49,30.37,14.34,12.61,13.63,22.28,31.28,38.88,0.128,0.282,0.666
2021-10-27 13:30:00,22.79,27.74,15.24,12.84,13.63,22.39,31.34,39.32,0.131,0.284,0.665
2021-10-27 14:00:00,22.45,27.47,16.02,13.12,13.65,22.62,31.61,39.48,0.129,0.283,0.663
2021-10-27 14:30:00,22.56,27.88,16.62,13.42,13.68,22.28,31.5,39.36,0.133,0.281,0.663
2021-10-27 15:00:00,21.95,29.29,16.98,13.72,13.72,22.2,31.21,39.15,0.132,0.284,0.662
2021-10-27 15:30:00,21.01,30.83,17.18,14.01,13.82,22.44,31.57,39.44,0.129,0.28,0.663
2021-10-27 16:00:00,20.83,31.14,17.21,14.27,13.89,22.31,31.01,38.98,0.128,0.282,0.664
2021-10-27 16:30:00,20.53,33.76,17.13,14.51,13.98,22.49,31.45,39.11,0.129,0.281,0.664
2021-10-27 17:00:00,19.45,35.75,17.05,14.7,14.08,22.17,31.36,39.34,0.128,0.28,0.663
2021-10-27 17:30:00,17.66,43.32,16.93,14.85,14.18,22.5,31.48,39.31,0.128,0.282,0.666
2021-10-27 18:00:00,16.21,51.6,16.67,14.97,14.27,22.14,31.25,39.06,0.128,0.281,0.665
2021-10-27 18:30:00,14.64,67.35,16.37,15.06,14.37,22.5,31.29,39.29,0.126,0.28,0.663
2021-10-27 19:00:00,14.57,61.31,16.07,15.11,14.46,22.26,31.37,39.26,0.128,0.28,0.665
2021-10-27 19:30:00,13.77,71.7,15.78,15.14,14.56,22.24,31.2,39.2,0.125,0.279,0.666
2021-10-27 20:00:00,13.76,68.14,15.53,15.16,14.61,21.95,31.25,39.21,0.125,0.277,0.666
2021-10-27 20:30:00,13.6,69.9,15.28,15.14,14.68,21.71,31.16,39.11,0.127,0.279,0.665
2021-10-27 21:00:00,13.04,75.27,15.06,15.11,14.73,21.83,31.1,38.99,0.126,0.277,0.664
2021-10-27 21:30:00,13.58,65.94,14.9,15.06,14.77,22.02,30.83,39.04,0.125,0.276,0.667
2021-10-27 22:00:00,13.27,70.75,14.73,15.02,14.82,22.03,30.75,38.97,0.127,0.276,0.664
2021-10-27 22:30:00,12.95,70.83,14.56,14.97,14.85,22.07,30.71,38.97,0.126,0.276,0.667
2021-10-27 23:00:00,13.38,66.56,14.41,14.92,14.87,21.87,31.01,39.04,0.124,0.274,0.665
2021-10-27 23:30:00,13.53,64.67,14.29,14.87,14.87,21.81,30.79,39.01,0.124,0.273,0.665
2021-10-28 00:00:00,14.43,57.49,14.2,14.82,14.9,22.09,30.94,39.23,0.124,0.271,0.667
2021-10-28 00:30:00,12.91,70.95,14.08,14.77,14.9,22.01,31.17,39.35,0.124,0.273,0.667
2021-10-28 01:00:00,12.41,70.53,13.98,14.7,14.9,21.91,30.68,39.03,0.124,0.268,0.665
2021-10-28 01:30:00,11.97,72.47,13.87,14.65,14.9,22.12,31.02,39.27,0.123,0.268,0.665
2021-10-28 02:00:00,11.97,73.83,13.77,14.61,14.9,22.04,30.79,39.28,0.121,0.268,0.664
2021-10-28 02:30:00,11.65,76.83,13.65,14.56,14.87,21.99,30.75,39.12,0.123,0.266,0.667
2021-10-28 03:00:00,11.6,76.73,13.56,14.51,14.87,21.8,30.79,38.99,0.124,0.269,0.665
2021-10-28 03:30:00,11.49,78.21,13.47,14.46,14.87,21.99,30.96,38.99,0.124,0.267,0.665
2021-10-28 04:00:00,11.53,78.0,13.37,14.39,14.85,21.98,30.94,39.32,0.123,0.264,0.665
2021-10-28 04:30:00,11.69,77.28,13.3,14.34,14.85,21.94,30.49,38.87,0.123,0.265,0.667
2021-10-28 05:00:00,11.52,78.53,13.23,14.29,14.82,22.05,30.77,39.39,0.122,0.264,0.667
2021-10-28 05:30:00,11.62,79.14,13.19,14.25,14.8,21.79,30.31,38.96,0.123,0.264,0.665
2021-10-28 06:00:00,11.32,81.5,13.14,14.2,14.8,21.67,30.55,38.67,0.123,0.264,0.665
2021-10-28 06:30:00,11.28,81.6,13.07,14.15,14.77,21.78,30.59,38.87,0.124,0.263,0.668
2021-10-28 07:00:00,11.45,78.99,13.02,14.1,14.75,21.65,30.45,38.87,0.123,0.262,0.666
2021-10-28 07:30:00,12.07,74.79,12.95,14.08,14.73,21.82,30.4,39.28,0.124,0.26,0.665
2021-10-28 08:00:00,12.69,72.36,12.93,14.03,14.7,21.62,30.41,38.8,0.122,0.261,0.665
2021-10-28 08:30:00,13.61,69.2,12.91,13.98,14.68,22.09,30.63,39.28,0.124,0.261,0.665
2021-10-28 09:00:00,14.42,66.67,12.93,13.96,14.65,22.05,30.63,39.41,0.123,0.259,0.665
2021-10-28 09:30:00,15.08,63.02,13.07,13.91,14.65,22.02,30.7,39.06,0.125,0.259,0.667
2021-10-28 10:00:00,16.46,58.39,13.26,13.91,14.63,21.96,30.46,39.06,0.124,0.258,0.664
2021-10-28 10:30:00,17.44,52.27,13.47,13.91,14.61,21.77,30.34,39.11,0.123,0.259,0.663
2021-10-28 11:00:00,18.09,49.75,13.8,13.94,14.58,22.17,30.59,39.19,0.122,0.258,0.664
2021-10-28 11:30:00,19.12,46.81,14.13,13.98,14.58,21.88,30.35,38.79,0.124,0.258,0.662
2021-10-28 12:00:00,19.98,44.98,14.56,14.03,14.56,22.16,30.48,39.17,0.126,0.256,0.665
2021-10-28 12:30:00,20.49,44.68,15.09,14.13,14.56,21.86,30.38,39.32,0.124,0.255,0.664
2021-10-28 13:00:00,20.49,44.64,15.73,14.25,14.58,21.93,30.35,38.97,0.126,0.256,0.662
2021-10-28 13:30:00,20.92,43.89,16.25,14.41,14.58,21.75,30.22,39.01,0.125,0.256,0.663
2021-10-28 14:00:00,21.73,38.74,16.6,14.58,14.61,21.59,30.14,38.77,0.125,0.254,0.662
2021-10-28 14:30:00,22.27,36.9,16.93,14.77,14.65,21.6,30.14,38.92,0.126,0.254,0.663
2021-10-28 15:00:00,21.8,39.76,17.28,14.94,14.7,21.62,30.16,38.98,0.126,0.252,0.662
2021-10-28 15:30:00,22.39,38.66,17.54,15.14,14.75,21.62,30.05,38.88,0.125,0.253,0.663
2021-10-28 16:00:00,22.42,37.01,17.64,15.31,14.82,21.68,29.99,39.35,0.125,0.252,0.663
2021-10-28 16:30:00,21.67,40.31,17.83,15.48,14.87,21.54,29.83,38.74,0.127,0.25,0.665
2021-10-28 17:00:00,20.67,42.59,17.85,15.65,14.94,21.65,29.89,38.94,0.124,0.25,0.666
2021-10-28 17:30:00,18.79,48.77,17.72,15.78,15.02,21.68,30.06,39.32,0.123,0.25,0.665
2021-10-28 18:00:00,16.44,59.78,17.44,15.9,15.11,21.83,29.99,39.08,0.124,0.25,0.661
2021-10-28 18:30:00,15.19,64.61,17.13,15.97,15.19,21.41,29.84,38.9,0.123,0.252,0.665
2021-10-28 19:00:00,14.0,69.56,16.78,16.02,15.26,21.21,29.84,39.08,0.122,0.249,0.664
2021-10-28 19:30:00,13.62,71.83,16.42,16.02,15.33,21.54,29.56,39.04,0.123,0.25,0.665
2021-10-28 20:00:00,14.2,67.51,16.1,16.0,15.38,21.24,29.98,38.92,0.122,0.251,0.664
2021-10-28 20:30:00,14.27,68.41,15.78,15.95,15.43,21.29,29.48,39.08,0.122,0.248,0.665
2021-10-28 21:00:00,14.06,70.87,15.5,15.9,15.48,21.52,29.78,39.22,0.119,0.246,0.662
2021-10-28 21:30:00,13.62,73.72,15.28,15.82,15.5,21.3,29.95,39.07,0.12,0.246,0.664
2021-10-28 22:00:00,14.56,69.15,15.11,15.75,15.53,21.68,29.74,38.99,0.12,0.245,0.665
2021-10-28 22:30:00,14.83,67.69,14.99,15.68,15.53,21.52,29.76,39.21,0.119,0.244,0.664
2021-10-28 23:00:00,14.71,68.14,14.92,15.58,15.55,21.54,29.54,39.04,0.12,0.242,0.665
2021-10-28 23:30:00,14.73,67.59,14.85,15.53,15.55,21.68,29.85,39.0,0.119,0.243,0.665
2021-10-29 00:00:00,14.77,68.18,14.75,15.46,15.53,21.17,29.42,38.58,0.119,0.243,0.665
2021-10-29 00:30:00,14.51,69.64,14.68,15.41,15.53,21.26,29.45,38.92,0.118,0.242,0.664
2021-10-29 01:00:00,13.74,74.22,14.61,15.33,15.53,21.18,29.21,38.87,0.119,0.241,0.664
2021-10-29 01:30:00,13.45,74.33,14.53,15.28,15.5,21.37,29.37,38.76,0.119,0.239,0.665
2021-10-29 02:00:00,13.4,74.14,14.44,15.24,15.5,21.63,29.7,39.31,0.121,0.24,0.661
2021-10-29 02:30:00,12.19,78.51,14.32,15.19,15.48,21.62,29.3,38.95,0.118,0.236,0.662
2021-10-29 03:00:00,11.04,83.0,14.15,15.14,15.46,21.52,29.33,38.93,0.118,0.238,0.663
2021-10-29 03:30:00,10.77,85.0,13.96,15.09,15.46,21.21,29.33,39.02,0.119,0.239,0.662
2021-10-29 04:00:00,10.93,84.6,13.77,14.99,15.43,21.47,29.77,39.0,0.12,0.237,0.663
2021-10-29 04:30:00,10.21,87.3,13.58,14.94,15.41,21.29,29.25,38.87,0.117,0.237,0.664
2021-10-29 05:00:00,9.89,89.0,13.4,14.85,15.38,21.54,29.6,39.22,0.117,0.234,0.661
2021-10-29 05:30:00,9.01,89.7,13.23,14.77,15.36,21.04,29.11,38.95,0.117,0.235,0.662
2021-10-29 06:00:00,9.03,91.7,13.05,14.68,15.31,21.43,29.35,39.09,0.118,0.233,0.664
2021-10-29 06:30:00,8.9,92.3,12.88,14.58,15.28,21.35,29.11,38.97,0.116,0.233,0.662
2021-10-29 07:00:00,9.07,93.0,12.72,14.51,15.26,21.32,29.37,39.2,0.118,0.235,0.662
2021-10-29 07:30:00,9.46,93.6,12.58,14.41,15.21,21.57,29.31,39.17,0.117,0.233,0.662
2021-10-29 08:00:00,11.03,92.8,12.47,14.32,15.19,21.22,28.99,38.99,0.116,0.233,0.661
2021-10-29 08:30:00,12.04,86.7,12.47,14.22,15.14,21.17,29.23,38.65,0.115,0.229,0.66
2021-10-29 09:00:00,12.4,85.5,12.58,14.15,15.09,21.19,28.97,39.12,0.116,0.23,0.66
2021-10-29 09:30:00,13.71,81.9,12.72,14.08,15.04,21.11,28.91,38.94,0.116,0.227,0.659
2021-10-29 10:00:00,14.76,78.79,12.91,14.06,14.99,21.56,29.41,39.08,0.117,0.229,0.661
2021-10-29 10:30:00,14.93,75.6,13.16,14.03,14.97,21.47,29.06,39.03,0.115,0.229,0.663
2021-10-29 11:00:00,16.04,69.2,13.49,14.03,14.92,21.24,28.98,38.81,0.118,0.231,0.657
2021-10-29 11:30:00,16.97,64.61,13.8,14.06,14.9,21.11,28.96,38.81,0.118,0.228,0.661
2021-10-29 12:00:00,18.45,59.62,14.25,14.1,14.87,21.11,28.98,38.78,0.12,0.227,0.658
2021-10-29 12:30:00,19.69,52.15,14.7,14.2,14.85,21.44,29.08,38.73,0.118,0.228,0.658
2021-10-29 13:00:00,20.58,50.0,15.33,14.29,14.85,21.35,28.9,38.91,0.121,0.227,0.66
2021-10-29 13:30:00,21.5,47.33,15.97,14.44,14.85,21.5,28.74,38.79,0.118,0.227,0.658
2021-10-29 14:00:00,22.08,45.63,16.57,14.61,14.85,21.35,29.25,38.76,0.12,0.227,0.659
2021-10-29 14:30:00,22.07,45.38,17.13,14.8,14.87,21.06,29.24,38.97,0.121,0.227,0.657
2021-10-29 15:00:00,22.1,46.44,17.59,15.02,14.9,21.13,28.69,38.98,0.121,0.227,0.658
2021-10-29 15:30:00,22.21,46.01,17.93,15.24,14.97,21.15,28.89,38.76,0.122,0.225,0.657
2021-10-29 16:00:00,21.56,47.23,18.11,15.46,15.02,20.85,28.79,38.71,0.121,0.227,0.66
2021-10-29 16:30:00,20.63,50.02,18.19,15.65,15.09,21.23,28.78,38.88,0.12,0.227,0.657
2021-10-29 17:00:00,19.53,55.55,18.17,15.82,15.16,21.06,28.81,38.72,0.12,0.227,0.657
2021-10-29 17:30:00,18.18,61.1,17.98,15.97,15.24,21.09,28.48,38.68,0.119,0.226,0.659
2021-10-29 18:00:00,16.72,68.13,17.72,16.1,15.31,20.61,28.59,38.67,0.12,0.227,0.659
2021-10-29 18:30:00,14.92,75.49,17.39,16.17,15.38,20.84,28.72,38.79,0.118,0.226,0.659
2021-10-29 19:00:00,14.29,77.37,17.0,16.22,15.46,20.96,28.78,39.1,0.117,0.223,0.658
2021-10-29 19:30:00,13.94,77.96,16.65,16.22,15.53,21.11,28.69,38.63,0.118,0.225,0.658
2021-10-29 20:00:00,13.52,80.2,16.32,16.2,15.6,21.03,28.78,39.04,0.116,0.225,0.659
2021-10-29 20:30:00,12.69,84.1,16.02,16.15,15.65,20.72,28.55,39.0,0.118,0.225,0.66
2021-10-29 21:00:00,12.35,85.3,15.73,16.1,15.68,20.75,28.4,38.82,0.117,0.223,0.66
2021-10-29 21:30:00,11.58,88.1,15.46,16.02,15.7,21.0,28.62,38.87,0.116,0.222,0.659
2021-10-29 22:00:00,11.63,88.4,15.21,15.95,15.73,20.72,28.3,38.74,0.116,0.223,0.66
2021-10-29 22:30:00,11.12,88.7,14.97,15.85,15.75,20.55,28.54,38.81,0.117,0.222,0.661
2021-10-29 23:00:00,10.75,90.9,14.75,15.75,15.75,20.68,28.55,38.86,0.115,0.22,0.66
2021-10-29 23:30:00,10.65,91.8,14.53,15.65,15.73,20.9,28.46,38.82,0.115,0.22,0.658
2021-10-30 00:00:00,10.95,92.5,14.32,15.58,15.73,20.83,28.37,38.75,0.115,0.218,0.661
2021-10-30 00:30:00,10.74,92.5,14.1,15.46,15.73,20.59,28.53,38.7,0.116,0.22,0.66
2021-10-30 01:00:00,9.97,92.6,13.91,15.36,15.7,20.89,28.37,38.97,0.112,0.219,0.661
2021-10-30 01:30:00,9.31,93.4,13.75,15.26,15.68,20.95,27.95,38.73,0.113,0.219,0.657
2021-10-30 02:00:00,9.46,94.4,13.56,15.16,15.65,20.83,28.25,38.64,0.114,0.217,0.659
2021-10-30 02:30:00,9.47,94.9,13.4,15.06,15.6,21.17,28.66,39.08,0.112,0.216,0.659
2021-10-30 03:00:00,9.25,95.1,13.21,14.94,15.58,20.64,28.34,38.91,0.115,0.215,0.659
2021-10-30 03:30:00,9.19,95.3,13.05,14.85,15.53,20.9,28.38,38.7,0.112,0.215,0.659
2021-10-30 04:00:00,9.13,95.5,12.88,14.75,15.5,21.15,28.57,38.8,0.113,0.213,0.656
2021-10-30 04:30:00,8.84,95.7,12.72,14.63,15.46,20.9,28.6,38.99,0.112,0.213,0.658
2021-10-30 05:00:00,8.73,95.8,12.58,14.53,15.41,20.61,28.13,38.64,0.112,0.214,0.659
