date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm（℃）,TC_20cm（℃）,TC_30cm（℃）,OT,OT3,EC_10cm（us/cm）,EC_20cm（us/cm）,EC_30cm（us/cm）
2025-04-20 10:15:00,30.30,54.50,24.90,24.60,23.40,20.70,31.40,24.00,30.00,28.00
2025-04-20 10:20:00,29.40,56.10,25.10,24.60,23.40,20.80,31.30,24.00,23.00,50.00
2025-04-20 10:25:00,28.80,57.90,25.20,24.60,23.40,20.80,31.20,24.00,21.00,29.00
2025-04-20 10:30:00,28.70,58.10,25.10,24.60,23.40,20.80,31.60,19.00,32.00,26.00
2025-04-20 10:35:00,28.70,57.70,25.20,24.60,23.40,20.80,31.40,24.00,24.00,29.00
2025-04-20 10:40:00,28.90,57.30,25.30,24.60,23.40,20.70,31.50,23.00,26.00,31.00
2025-04-20 10:45:00,29.00,58.10,25.30,24.60,23.40,20.80,31.50,26.00,23.00,30.00
2025-04-20 10:50:00,29.00,58.00,25.30,24.60,23.40,20.70,31.50,31.00,22.00,61.00
2025-04-20 10:55:00,29.20,57.50,25.30,24.60,23.40,20.70,31.40,23.00,28.00,34.00
2025-04-20 11:00:00,29.30,56.50,25.30,24.60,23.40,20.70,31.50,24.00,27.00,40.00
2025-04-20 11:05:00,28.90,57.60,25.30,24.60,23.40,20.80,31.40,27.00,23.00,38.00
2025-04-20 11:10:00,28.60,58.80,25.30,24.60,23.40,20.70,31.20,37.00,23.00,38.00
2025-04-20 11:15:00,27.90,60.50,25.30,24.60,23.40,20.80,31.60,24.00,27.00,26.00
2025-04-20 11:20:00,27.80,61.60,25.30,24.60,23.40,20.80,31.40,22.00,24.00,29.00
2025-04-20 11:25:00,29.00,59.10,25.30,24.60,23.40,20.70,31.20,28.00,21.00,25.00
2025-04-20 11:30:00,30.20,55.80,25.30,24.60,23.40,20.80,31.50,25.00,23.00,42.00
2025-04-20 11:35:00,31.80,51.70,25.30,24.60,23.40,20.80,31.20,29.00,23.00,28.00
2025-04-20 11:40:00,32.70,50.20,25.30,24.60,23.40,20.80,31.50,21.00,35.00,30.00
2025-04-20 11:45:00,32.90,49.10,25.30,24.60,23.40,20.70,31.30,24.00,24.00,29.00
2025-04-20 11:50:00,32.40,50.40,25.30,24.60,23.40,20.80,31.30,25.00,23.00,35.00
2025-04-20 11:55:00,32.20,50.90,25.30,24.60,23.40,20.70,31.20,24.00,21.00,34.00
2025-04-20 12:00:00,32.00,50.70,25.40,24.60,23.40,20.70,31.40,21.00,20.00,31.00
2025-04-20 12:05:00,31.80,52.10,25.50,24.60,23.40,20.80,31.40,24.00,27.00,27.00
2025-04-20 12:10:00,33.30,48.10,25.70,24.60,23.40,20.80,31.30,25.00,26.00,34.00
2025-04-20 12:15:00,33.60,48.30,26.00,24.60,23.40,20.70,31.40,26.00,20.00,24.00
2025-04-20 12:20:00,34.80,45.50,26.20,24.60,23.40,20.80,31.30,24.00,25.00,30.00
2025-04-20 12:25:00,34.80,45.00,26.30,24.60,23.40,20.70,31.50,24.00,49.00,36.00
2025-04-20 12:30:00,33.60,46.70,26.30,24.60,23.40,20.70,31.50,24.00,23.00,28.00
2025-04-20 12:35:00,33.70,47.40,26.30,24.60,23.40,20.70,31.50,23.00,29.00,29.00
2025-04-20 12:40:00,35.40,43.10,26.30,24.60,23.40,20.70,31.40,32.00,32.00,29.00
2025-04-20 12:45:00,34.50,45.20,26.30,24.60,23.40,20.80,31.50,25.00,38.00,29.00
2025-04-20 12:50:00,34.00,47.10,26.30,24.60,23.40,20.80,31.50,23.00,26.00,25.00
2025-04-20 12:55:00,33.60,46.80,26.30,24.60,23.40,20.80,31.50,25.00,24.00,29.00
2025-04-20 13:00:00,35.40,44.90,26.30,24.60,23.40,20.80,31.30,24.00,23.00,29.00
2025-04-20 13:05:00,35.70,44.20,26.30,24.60,23.40,20.80,31.50,24.00,25.00,29.00
2025-04-20 13:10:00,35.40,45.10,26.30,24.60,23.40,20.80,31.50,24.00,22.00,34.00
2025-04-20 13:15:00,36.00,43.40,26.40,24.60,23.40,20.80,31.30,24.00,23.00,30.00
2025-04-20 13:20:00,34.20,46.50,27.00,24.60,23.40,20.80,31.50,27.00,44.00,30.00
2025-04-20 13:25:00,34.10,46.40,27.30,24.60,23.40,20.80,31.40,24.00,23.00,29.00
2025-04-20 13:30:00,33.80,48.00,27.30,24.60,23.40,20.80,31.50,24.00,24.00,32.00
2025-04-20 13:35:00,34.30,46.90,27.30,24.60,23.40,20.70,31.40,24.00,18.00,27.00
2025-04-20 13:40:00,34.40,45.90,27.30,24.60,23.40,20.80,31.30,45.00,20.00,26.00
2025-04-20 13:45:00,33.60,47.60,27.30,24.60,23.40,20.90,31.50,20.00,49.00,30.00
2025-04-20 13:50:00,33.60,48.10,27.30,24.60,23.40,20.70,31.50,39.00,21.00,41.00
2025-04-20 13:55:00,33.50,48.20,27.30,24.60,23.40,20.70,31.50,36.00,40.00,43.00
2025-04-20 14:00:00,32.70,50.50,27.30,24.60,23.40,20.80,31.50,28.00,31.00,29.00
2025-04-20 14:05:00,32.80,50.90,27.60,24.60,23.40,20.80,31.60,27.00,22.00,29.00
2025-04-20 14:10:00,33.00,49.60,27.90,24.60,23.40,20.80,31.30,26.00,30.00,31.00
2025-04-20 14:15:00,33.30,48.20,28.20,24.60,23.40,20.70,31.30,27.00,27.00,35.00
2025-04-20 14:20:00,34.10,46.60,28.20,24.60,23.40,20.80,31.20,29.00,28.00,32.00
2025-04-20 14:25:00,35.20,44.80,28.30,24.60,23.40,20.80,31.40,25.00,27.00,25.00
2025-04-20 14:30:00,36.20,42.70,28.30,24.60,23.40,20.70,31.50,26.00,31.00,28.00
2025-04-20 14:35:00,34.70,45.50,28.30,24.60,23.40,20.70,31.50,24.00,27.00,35.00
2025-04-20 14:40:00,34.90,45.10,28.30,24.60,23.00,20.70,31.30,31.00,23.00,23.00
2025-04-20 14:45:00,35.90,43.10,28.30,24.60,23.00,20.80,31.50,24.00,22.00,30.00
2025-04-20 14:50:00,37.70,40.10,28.30,24.60,23.00,20.70,31.40,23.00,22.00,29.00
2025-04-20 14:55:00,38.00,39.00,28.30,24.70,23.00,20.80,31.40,23.00,23.00,35.00
2025-04-20 15:00:00,37.30,40.70,28.30,24.80,23.00,20.80,31.40,36.00,23.00,36.00
2025-04-20 15:05:00,36.60,41.20,28.30,25.00,23.00,20.80,31.50,24.00,25.00,29.00
2025-04-20 15:10:00,36.20,43.30,28.40,25.20,23.00,20.70,31.20,24.00,26.00,43.00
2025-04-20 15:15:00,36.10,43.50,28.40,25.20,23.00,20.70,31.50,25.00,26.00,24.00
2025-04-20 15:20:00,34.90,45.00,28.50,25.40,23.00,20.70,31.30,24.00,23.00,38.00
2025-04-20 15:25:00,34.90,45.70,28.70,25.60,23.00,20.70,31.50,22.00,29.00,28.00
2025-04-20 15:30:00,36.20,41.80,28.90,25.60,23.00,20.70,31.40,37.00,22.00,40.00
2025-04-20 15:35:00,35.30,43.00,29.20,25.50,23.00,20.70,31.50,25.00,21.00,27.00
2025-04-20 15:40:00,34.00,45.80,29.20,25.60,23.00,20.70,31.50,25.00,26.00,38.00
2025-04-20 15:45:00,32.40,48.90,29.20,25.60,23.00,20.70,31.40,29.00,31.00,34.00
2025-04-20 15:50:00,31.60,51.40,29.30,25.60,23.00,20.60,31.50,24.00,35.00,30.00
2025-04-20 15:55:00,30.40,54.40,29.30,25.60,23.00,20.60,31.50,24.00,23.00,35.00
2025-04-20 16:00:00,29.30,56.80,29.30,25.60,23.00,20.70,31.50,24.00,23.00,28.00
2025-04-20 16:05:00,28.80,59.40,29.30,25.60,23.00,20.60,31.50,22.00,28.00,28.00
2025-04-20 16:10:00,28.30,61.20,29.30,25.60,23.00,20.70,31.40,34.00,28.00,29.00
2025-04-20 16:15:00,27.90,63.50,29.30,25.60,23.00,20.70,31.30,24.00,37.00,29.00
2025-04-20 16:20:00,27.50,66.70,29.30,25.60,23.00,20.70,31.50,24.00,25.00,34.00
2025-04-20 16:25:00,26.80,70.80,29.30,25.60,23.00,20.70,31.40,25.00,20.00,31.00
2025-04-20 16:30:00,25.70,76.10,29.30,25.60,23.00,20.70,31.30,24.00,23.00,43.00
2025-04-20 16:35:00,23.30,81.80,29.30,25.60,23.00,20.60,31.40,23.00,29.00,33.00
2025-04-20 16:40:00,22.20,86.90,29.30,25.60,23.00,20.70,31.30,29.00,24.00,31.00
2025-04-20 16:45:00,21.70,88.60,29.30,25.60,23.00,20.60,31.30,32.00,27.00,28.00
2025-04-20 16:50:00,21.80,89.40,29.30,25.60,23.00,20.60,31.30,31.00,24.00,30.00
2025-04-20 16:55:00,22.00,88.70,29.30,25.60,23.00,20.60,31.40,27.00,23.00,30.00
2025-04-20 17:00:00,22.30,88.20,29.30,25.60,23.00,20.60,31.40,25.00,24.00,28.00
2025-04-20 17:05:00,22.60,88.20,29.30,25.60,23.00,20.60,31.50,29.00,22.00,27.00
2025-04-20 17:10:00,23.00,87.30,29.30,25.60,23.00,20.60,31.40,25.00,23.00,29.00
2025-04-20 17:15:00,23.50,88.60,29.30,25.60,23.00,20.60,31.50,28.00,22.00,37.00
2025-04-20 17:20:00,24.50,87.10,29.30,25.60,23.00,20.60,31.30,23.00,24.00,33.00
2025-04-20 17:25:00,25.20,84.30,29.30,25.60,23.00,20.60,31.50,27.00,27.00,38.00
2025-04-20 17:30:00,25.30,84.00,29.30,25.60,23.00,20.60,31.50,23.00,23.00,36.00
2025-04-20 17:35:00,25.20,84.10,29.20,25.60,23.00,20.60,31.20,28.00,19.00,59.00
2025-04-20 17:40:00,24.90,84.20,29.10,25.60,23.00,20.30,31.40,25.00,24.00,28.00
2025-04-20 17:45:00,24.70,85.30,29.00,25.80,23.00,20.30,31.50,25.00,25.00,25.00
2025-04-20 17:50:00,24.40,85.30,28.90,25.90,23.00,20.30,31.40,25.00,23.00,28.00
2025-04-20 17:55:00,24.20,86.30,28.60,26.20,23.00,20.20,31.70,24.00,23.00,40.00
2025-04-20 18:00:00,23.90,86.30,28.50,26.30,23.00,20.30,31.60,25.00,30.00,29.00
2025-04-20 18:05:00,23.60,86.30,28.40,26.30,23.00,20.30,31.40,28.00,23.00,28.00
2025-04-20 18:10:00,23.30,86.70,28.30,26.50,23.00,20.30,31.50,24.00,26.00,30.00
2025-04-20 18:15:00,23.10,87.50,28.30,26.50,23.00,20.30,31.50,32.00,26.00,28.00
2025-04-20 18:20:00,23.00,87.90,28.30,26.50,23.00,20.30,31.40,24.00,19.00,28.00
2025-04-20 18:25:00,22.80,87.50,28.30,26.50,23.00,20.30,31.50,23.00,28.00,28.00
2025-04-20 18:30:00,22.60,87.60,28.30,26.50,23.00,20.30,31.50,22.00,22.00,34.00
2025-04-20 18:35:00,22.40,88.70,28.30,26.60,23.00,20.30,31.50,24.00,22.00,28.00
2025-04-20 18:40:00,22.20,87.80,28.30,26.60,23.00,20.30,31.40,24.00,23.00,37.00
2025-04-20 18:45:00,22.10,88.10,28.30,26.60,23.00,20.30,31.40,23.00,22.00,26.00
2025-04-20 18:50:00,22.00,88.00,28.30,26.60,23.00,20.20,31.60,24.00,27.00,41.00
2025-04-20 18:55:00,21.90,89.30,28.30,26.60,23.00,20.30,31.40,24.00,22.00,25.00
2025-04-20 19:00:00,21.80,90.20,28.30,26.60,23.00,20.20,31.30,23.00,23.00,30.00
2025-04-20 19:05:00,21.80,89.70,28.30,26.60,23.00,20.20,31.40,23.00,20.00,27.00
2025-04-20 19:10:00,21.70,90.00,28.30,26.60,23.00,20.30,31.40,18.00,22.00,24.00
2025-04-20 19:15:00,21.60,89.70,28.30,26.60,23.00,20.20,31.20,24.00,25.00,30.00
2025-04-20 19:20:00,21.60,90.00,28.30,26.60,23.00,20.20,31.20,37.00,21.00,30.00
2025-04-20 19:25:00,21.60,90.50,28.30,26.60,23.00,20.30,31.20,24.00,23.00,26.00
2025-04-20 19:30:00,21.50,89.90,28.20,26.60,23.00,20.30,31.50,24.00,17.00,32.00
2025-04-20 19:35:00,21.50,90.30,28.20,26.60,23.00,20.30,31.40,23.00,23.00,36.00
2025-04-20 19:40:00,21.40,89.70,28.30,26.60,23.00,20.30,31.40,25.00,30.00,34.00
2025-04-20 19:45:00,21.30,89.80,28.20,26.60,23.00,20.20,31.40,20.00,23.00,28.00
2025-04-20 19:50:00,21.20,90.30,28.10,26.60,23.00,20.20,31.30,27.00,22.00,29.00
2025-04-20 19:55:00,21.10,90.80,27.90,26.60,23.00,20.20,31.30,24.00,33.00,27.00
2025-04-20 20:00:00,21.00,91.20,27.90,26.60,23.00,20.10,31.40,20.00,29.00,31.00
2025-04-20 20:05:00,20.90,91.60,27.60,26.60,23.00,20.30,31.30,24.00,27.00,29.00
2025-04-20 20:10:00,20.90,91.90,27.50,26.60,23.40,20.30,31.20,24.00,25.00,28.00
2025-04-20 20:15:00,20.80,92.20,27.30,26.60,23.40,20.20,31.20,21.00,30.00,27.00
2025-04-20 20:20:00,20.80,92.30,27.30,26.60,23.40,20.30,31.30,27.00,27.00,29.00
2025-04-20 20:25:00,20.80,92.40,27.30,26.60,23.40,20.20,31.40,31.00,26.00,26.00
2025-04-20 20:30:00,20.70,92.10,27.30,26.60,23.40,20.20,31.40,24.00,30.00,35.00
2025-04-20 20:35:00,20.70,92.20,27.30,26.60,23.40,20.20,31.20,50.00,24.00,27.00
2025-04-20 20:40:00,20.60,92.10,27.30,26.60,23.40,20.20,31.10,23.00,21.00,27.00
2025-04-20 20:45:00,20.60,92.30,27.30,26.60,23.40,20.20,31.30,27.00,24.00,46.00
2025-04-20 20:50:00,20.50,92.00,27.30,26.60,23.40,20.10,31.20,21.00,32.00,32.00
2025-04-20 20:55:00,20.50,92.20,27.30,26.60,23.40,20.20,31.20,29.00,31.00,30.50
2025-04-20 21:00:00,20.30,91.90,27.30,26.60,23.40,20.30,31.50,25.00,24.00,29.00
2025-04-20 21:05:00,20.30,92.10,27.30,26.60,23.40,20.20,31.30,24.00,25.00,29.00
2025-04-20 21:10:00,20.30,92.60,27.30,26.60,23.40,20.30,31.20,24.00,22.00,30.00
2025-04-20 21:15:00,20.30,92.90,27.30,26.60,23.40,20.30,31.20,32.00,31.00,35.00
2025-04-20 21:20:00,20.40,93.00,27.30,26.60,23.40,20.20,31.20,25.00,22.00,41.00
2025-04-20 21:25:00,20.40,93.10,27.30,26.60,23.40,20.20,31.10,24.00,26.00,28.00
2025-04-20 21:30:00,20.40,93.10,27.27,26.50,23.40,20.30,31.10,25.00,32.00,31.00
2025-04-20 21:35:00,20.40,92.90,27.25,26.50,23.40,20.20,31.20,26.00,23.00,28.00
2025-04-20 21:40:00,20.40,92.70,26.90,26.50,23.40,20.20,31.20,24.00,23.00,28.00
2025-04-20 21:45:00,20.30,92.60,26.60,26.50,23.40,20.20,31.20,26.00,26.00,28.00
2025-04-20 21:50:00,20.30,92.70,26.60,26.60,23.40,20.20,31.30,30.00,24.00,38.00
2025-04-20 21:55:00,20.20,92.60,26.50,26.60,23.40,20.30,31.20,25.00,25.00,26.00
2025-04-20 22:00:00,20.10,92.40,26.40,26.50,23.40,20.30,31.40,27.00,21.00,26.00
2025-04-20 22:05:00,20.00,92.40,26.30,26.50,23.40,20.10,31.40,27.00,23.00,29.00
2025-04-20 22:10:00,20.00,92.60,26.30,26.50,23.40,20.30,31.40,25.00,22.00,31.00
2025-04-20 22:15:00,20.00,92.70,26.30,26.50,23.40,20.10,31.10,25.00,22.00,26.00
2025-04-20 22:20:00,19.90,92.70,26.30,26.20,23.40,20.10,31.20,23.00,33.00,33.00
2025-04-20 22:25:00,19.90,92.90,26.30,26.30,23.40,20.30,31.20,25.00,28.00,30.00
2025-04-20 22:30:00,19.90,92.80,26.30,26.30,23.40,20.20,31.20,27.00,42.00,31.00
2025-04-20 22:35:00,19.80,92.80,26.30,26.40,23.40,20.10,31.30,42.00,21.00,30.00
2025-04-20 22:40:00,19.80,93.00,26.30,26.20,23.40,20.20,31.20,23.00,24.00,28.00
2025-04-20 22:45:00,19.70,93.00,26.30,26.30,23.40,20.20,31.10,25.00,54.00,29.00
2025-04-20 22:50:00,19.70,93.00,26.30,26.10,23.40,20.30,31.20,25.00,31.00,40.00
2025-04-20 22:55:00,19.70,93.00,26.30,25.90,23.40,20.30,31.20,25.00,27.00,34.00
2025-04-20 23:00:00,19.60,93.00,26.30,25.70,23.40,20.20,31.20,32.00,22.00,33.00
2025-04-20 23:05:00,19.60,93.00,26.30,25.70,23.40,20.20,31.10,26.50,24.00,32.00
2025-04-20 23:10:00,19.60,92.90,26.30,25.60,23.40,20.20,31.20,21.00,29.00,30.00
2025-04-20 23:15:00,19.50,92.80,26.30,25.60,23.40,20.30,31.20,24.00,22.00,30.00
2025-04-20 23:20:00,19.40,92.80,26.30,25.60,23.40,20.20,31.20,22.00,34.00,31.00
2025-04-20 23:25:00,19.30,92.70,26.30,25.60,23.40,20.20,31.20,27.00,24.00,34.00
2025-04-20 23:30:00,19.20,92.70,26.30,25.60,23.40,20.10,31.20,24.50,23.00,33.00
2025-04-20 23:35:00,19.10,92.70,26.30,25.60,23.40,20.10,31.10,22.00,25.00,35.00
2025-04-20 23:40:00,19.10,92.80,26.30,25.60,23.40,20.20,31.00,26.00,25.00,32.00
2025-04-20 23:45:00,19.00,92.70,26.30,25.60,23.40,20.00,31.20,27.00,17.00,29.00
2025-04-20 23:50:00,19.00,92.90,26.30,25.60,23.40,20.10,31.20,25.00,28.00,29.00
2025-04-20 23:55:00,18.90,92.80,26.20,25.60,23.40,20.10,31.20,28.00,25.00,32.00
2025-04-21 00:00:00,18.90,92.90,26.00,25.60,23.40,20.30,31.20,29.00,29.00,42.00
2025-04-21 00:05:00,18.90,93.20,26.10,25.60,23.40,20.10,31.10,27.00,24.00,31.00
2025-04-21 00:10:00,18.90,93.40,25.90,25.60,23.40,20.20,31.20,29.00,30.00,36.00
2025-04-21 00:15:00,18.90,93.40,25.60,25.60,23.40,20.20,31.20,25.00,30.00,27.00
2025-04-21 00:20:00,18.90,93.50,25.70,25.60,23.40,20.20,31.00,24.00,28.00,34.00
2025-04-21 00:25:00,18.90,93.60,25.40,25.60,23.40,20.10,31.10,19.00,24.00,39.00
2025-04-21 00:30:00,18.90,93.80,25.30,25.60,23.40,20.10,31.10,27.00,26.00,45.00
2025-04-21 00:35:00,19.00,93.90,25.30,25.60,23.40,20.20,31.10,24.00,22.00,35.00
2025-04-21 00:40:00,19.00,94.00,25.30,25.60,23.40,20.10,31.00,20.00,24.00,26.00
2025-04-21 00:45:00,19.00,93.80,25.30,25.60,23.40,20.10,31.10,30.00,24.00,29.00
2025-04-21 00:50:00,19.00,93.70,25.30,25.60,23.40,20.20,31.30,25.00,33.00,41.00
2025-04-21 00:55:00,18.90,93.70,25.30,25.60,23.40,20.20,31.20,21.00,22.00,39.00
2025-04-21 01:00:00,18.90,93.50,25.30,25.60,23.40,20.20,31.20,25.00,25.00,41.00
2025-04-21 01:05:00,18.80,93.50,25.30,25.60,23.40,20.10,31.10,23.00,24.00,33.00
2025-04-21 01:10:00,18.70,93.60,25.30,25.60,23.40,20.10,31.20,23.50,26.00,32.00
2025-04-21 01:15:00,18.70,93.70,25.30,25.60,23.40,20.20,31.20,24.00,26.00,37.00
2025-04-21 01:20:00,18.70,93.70,25.30,25.60,23.40,20.20,31.30,39.00,34.00,31.00
2025-04-21 01:25:00,18.70,93.90,25.30,25.60,23.40,20.10,31.30,27.00,29.00,31.00
2025-04-21 01:30:00,18.60,93.80,25.30,25.60,23.40,20.10,31.20,26.00,32.00,38.00
2025-04-21 01:35:00,18.60,93.80,25.30,25.60,23.40,20.10,31.20,24.00,25.00,27.00
2025-04-21 01:40:00,18.60,93.80,25.30,25.60,23.40,20.10,31.20,25.00,25.00,35.00
2025-04-21 01:45:00,18.60,93.80,25.30,25.60,23.40,20.10,31.20,23.00,25.00,40.00
2025-04-21 01:50:00,18.50,93.80,25.30,25.60,23.40,20.20,31.20,27.00,24.00,33.00
2025-04-21 01:55:00,18.50,93.90,25.30,25.60,23.40,20.10,30.90,35.00,27.00,30.00
2025-04-21 02:00:00,18.50,93.90,25.30,25.60,23.40,20.20,31.20,30.00,24.00,27.00
2025-04-21 02:05:00,18.50,93.90,25.30,25.60,23.40,20.10,30.90,27.00,33.00,32.00
2025-04-21 02:10:00,18.50,93.90,25.30,25.60,23.40,20.20,30.90,27.00,24.00,33.00
2025-04-21 02:15:00,18.40,94.00,25.30,25.60,23.40,20.20,31.20,28.33,21.00,32.50
2025-04-21 02:20:00,18.40,94.00,25.30,25.60,23.40,20.00,31.00,29.67,25.00,32.00
2025-04-21 02:25:00,18.40,94.00,25.30,25.60,23.40,20.10,31.20,31.00,30.00,34.00
2025-04-21 02:30:00,18.30,93.90,25.30,25.60,23.40,20.10,31.20,26.00,25.00,52.00
2025-04-21 02:35:00,18.30,93.80,25.30,25.60,23.40,20.10,31.10,28.00,25.00,34.00
2025-04-21 02:40:00,18.20,93.80,25.30,25.60,23.40,20.10,31.00,27.00,24.00,29.00
2025-04-21 02:45:00,18.20,93.80,25.20,25.60,23.40,20.10,31.00,27.00,27.00,32.00
2025-04-21 02:50:00,18.20,93.80,25.20,25.60,23.40,20.10,30.90,26.00,26.00,27.00
2025-04-21 02:55:00,18.10,93.60,25.30,25.60,23.40,20.10,31.00,57.00,25.00,34.00
2025-04-21 03:00:00,18.10,93.60,25.20,25.60,23.40,20.10,31.10,29.00,28.00,41.00
2025-04-21 03:05:00,18.00,93.60,25.20,25.60,23.40,20.10,31.10,22.00,41.00,30.00
2025-04-21 03:10:00,18.00,93.80,25.20,25.60,23.40,20.10,31.20,27.00,41.00,39.00
2025-04-21 03:15:00,17.90,93.80,25.10,25.60,23.40,20.10,31.20,30.00,41.00,30.00
2025-04-21 03:20:00,17.90,93.70,25.10,25.60,23.40,20.10,31.20,28.50,27.00,32.00
2025-04-21 03:25:00,17.80,93.60,25.00,25.60,23.40,20.10,31.20,27.00,27.00,29.00
2025-04-21 03:30:00,17.80,93.60,25.00,25.50,23.40,20.00,31.20,33.00,23.00,30.00
2025-04-21 03:35:00,17.70,93.40,24.70,25.60,23.40,20.10,31.20,26.00,27.00,41.00
2025-04-21 03:40:00,17.70,93.30,24.90,25.50,23.40,20.10,31.00,25.00,29.00,31.00
2025-04-21 03:45:00,17.60,93.20,24.80,25.50,23.40,20.10,31.00,24.00,24.00,36.00
2025-04-21 03:50:00,17.50,93.00,24.50,25.50,23.40,20.10,31.20,28.00,25.00,33.00
2025-04-21 03:55:00,17.40,93.00,24.60,25.50,23.40,20.00,31.10,32.00,28.00,30.00
2025-04-21 04:00:00,17.40,93.10,24.40,25.30,23.40,20.10,30.90,30.00,20.00,28.00
2025-04-21 04:05:00,17.30,92.90,24.30,25.20,23.40,20.10,30.90,27.00,30.00,34.00
2025-04-21 04:10:00,17.20,92.90,24.30,25.20,23.40,20.10,30.90,26.00,23.00,44.00
2025-04-21 04:15:00,17.20,93.20,24.30,25.10,23.40,20.20,31.10,27.00,35.00,33.00
2025-04-21 04:20:00,17.20,93.30,24.30,24.90,23.40,20.10,31.20,26.00,32.00,30.00
2025-04-21 04:25:00,17.20,93.30,24.30,24.70,23.40,20.00,31.00,27.00,27.00,35.00
2025-04-21 04:30:00,17.10,93.30,24.30,24.80,23.40,20.10,30.90,25.00,39.00,34.00
2025-04-21 04:35:00,17.10,93.30,24.30,24.60,23.40,20.00,30.90,25.50,25.00,35.00
2025-04-21 04:40:00,17.10,93.30,24.30,24.60,23.40,20.10,31.00,26.00,26.00,35.00
2025-04-21 04:45:00,17.10,93.20,24.30,24.60,23.40,20.00,31.00,30.00,35.00,30.00
2025-04-21 04:50:00,17.00,93.30,24.30,24.60,23.40,20.10,31.00,31.00,26.00,42.00
2025-04-21 04:55:00,17.00,93.20,24.30,24.60,23.40,20.20,31.00,28.00,40.00,32.00
2025-04-21 05:00:00,16.90,93.40,24.30,24.60,23.40,20.00,30.90,27.00,25.00,31.00
2025-04-21 05:05:00,16.90,93.40,24.30,24.60,23.40,20.10,31.00,24.00,52.00,48.00
2025-04-21 05:10:00,16.90,93.40,24.30,24.60,23.40,20.00,31.00,42.00,25.00,42.00
2025-04-21 05:15:00,16.90,93.50,24.30,24.60,23.40,20.00,31.10,27.00,29.00,42.00
2025-04-21 05:20:00,16.90,93.50,24.30,24.60,23.40,20.00,31.00,28.00,33.00,35.00
2025-04-21 05:25:00,16.90,93.40,24.30,24.60,23.40,20.10,30.80,34.25,28.00,28.00
2025-04-21 05:30:00,16.80,93.20,24.30,24.60,23.40,20.10,31.00,40.50,27.00,27.00
2025-04-21 05:35:00,16.77,93.13,24.30,24.60,23.40,20.10,31.03,36.67,28.00,27.67
2025-04-21 05:40:00,16.73,93.07,24.30,24.60,23.40,20.10,31.07,32.83,27.50,28.33
2025-04-21 05:45:00,16.70,93.00,24.30,24.60,23.40,20.10,31.10,29.00,27.00,29.00
2025-04-21 05:50:00,16.70,92.90,24.20,24.60,23.40,20.00,31.10,37.00,39.00,36.00
2025-04-21 05:55:00,16.60,93.00,24.30,24.60,23.40,20.20,31.20,28.00,27.00,31.00
2025-04-21 06:00:00,16.60,93.20,24.10,24.60,23.40,20.20,31.10,27.00,26.00,31.00
2025-04-21 06:05:00,16.60,93.40,24.20,24.60,23.40,20.20,31.20,27.00,30.00,31.00
2025-04-21 06:10:00,16.60,93.30,24.00,24.60,23.40,20.10,31.20,27.00,24.00,36.00
2025-04-21 06:15:00,16.60,93.30,24.00,24.60,23.40,20.10,30.90,22.00,33.00,30.00
2025-04-21 06:20:00,16.60,93.40,23.90,24.60,23.40,20.10,31.20,27.00,23.00,31.00
2025-04-21 06:25:00,16.60,93.50,24.00,24.60,23.40,20.10,31.20,27.00,26.00,35.00
2025-04-21 06:30:00,16.70,93.50,23.90,24.60,23.40,20.20,31.40,28.00,31.00,31.00
2025-04-21 06:35:00,16.80,93.40,23.90,24.60,23.40,20.10,31.50,27.00,25.00,30.00
2025-04-21 06:40:00,16.90,93.30,23.50,24.60,23.40,20.20,31.40,27.00,25.00,35.00
2025-04-21 06:45:00,17.10,93.20,23.50,24.60,23.40,20.10,31.40,27.00,27.00,34.00
2025-04-21 06:50:00,17.30,92.70,23.60,24.60,23.40,20.30,31.50,31.00,35.00,35.00
2025-04-21 06:55:00,17.60,92.00,23.40,24.60,23.40,20.30,31.30,24.00,23.00,31.00
2025-04-21 07:00:00,18.00,91.20,23.40,24.60,23.40,20.30,31.70,27.00,30.00,33.00
2025-04-21 07:05:00,18.30,90.30,23.30,24.60,23.40,20.30,31.20,29.00,26.00,28.00
2025-04-21 07:10:00,18.80,89.40,23.30,24.60,23.40,20.20,31.50,31.00,27.00,40.00
2025-04-21 07:15:00,19.40,88.30,23.30,24.60,23.40,20.20,31.50,19.00,26.00,32.00
2025-04-21 07:20:00,19.90,87.30,23.30,24.60,23.40,20.30,31.30,28.00,27.00,32.00
2025-04-21 07:25:00,20.50,86.20,23.30,24.60,23.40,20.20,31.40,29.00,27.00,38.00
2025-04-21 07:30:00,21.20,84.90,23.30,24.60,23.40,20.20,31.40,30.00,43.00,35.00
2025-04-21 07:35:00,22.00,83.50,23.30,24.60,23.40,20.30,31.20,26.00,23.00,46.00
2025-04-21 07:40:00,22.80,82.00,23.30,24.60,23.40,20.30,31.40,32.00,27.00,27.00
2025-04-21 07:45:00,23.80,80.50,23.30,24.60,23.40,20.30,31.30,28.00,29.00,47.00
2025-04-21 07:50:00,24.80,78.30,23.30,24.60,23.40,20.30,31.30,31.00,49.00,35.00
2025-04-21 07:55:00,25.80,76.90,23.30,24.60,23.40,20.30,31.50,28.00,27.00,34.00
2025-04-21 08:00:00,26.60,74.20,23.30,24.60,23.40,20.30,31.40,29.00,27.00,36.00
